V1,I1
0.0,8.900500000000001e-11
0.01,1.8186299999999998e-08
0.02,3.7718899999999996e-08
0.03,5.91926e-08
0.04,8.204109999999999e-08
0.05,1.0636379999999999e-07
0.06,1.27267e-07
0.07,1.56175e-07
0.08,1.81682e-07
0.09,2.0942499999999998e-07
0.1,2.42832e-07
0.11,2.76942e-07
0.12,3.16082e-07
0.13,3.5845899999999997e-07
0.14,4.0089e-07
0.15,4.37507e-07
0.16,4.83887e-07
0.17,5.33026e-07
0.18,5.94746e-07
0.19,6.595479999999999e-07
0.2,7.32129e-07
0.21,7.9838e-07
0.22,8.83635e-07
0.23,9.57624e-07
0.24,1.036583e-06
0.25,1.1392500000000001e-06
0.26,1.2321500000000001e-06
0.27,1.3390600000000002e-06
0.28,1.4540100000000002e-06
0.29,1.5487800000000002e-06
0.3,1.7100300000000001e-06
0.31,1.8482000000000002e-06
0.32,1.9712900000000002e-06
0.33,2.15495e-06
0.34,2.4308100000000004e-06
0.35000000000000003,2.6733200000000004e-06
0.36,2.7789500000000003e-06
0.37,2.9029700000000004e-06
0.38,3.0704900000000002e-06
0.39,3.3437800000000004e-06
0.4,3.84216e-06
0.41000000000000003,4.10485e-06
0.42,4.24781e-06
0.43,4.52652e-06
0.44,4.60142e-06
0.45,4.984820000000001e-06
0.46,5.10047e-06
0.47000000000000003,5.33554e-06
0.48,5.440890000000001e-06
0.49,5.7385900000000006e-06
0.5,6.086160000000001e-06
0.51,6.486710000000001e-06
0.52,6.8384000000000005e-06
0.53,6.319700000000001e-06
0.54,6.65186e-06
0.55,7.04948e-06
0.56,7.192000000000001e-06
0.5700000000000001,7.61244e-06
0.58,8.019030000000001e-06
0.59,8.141930000000001e-06
0.6,8.377600000000001e-06
0.61,8.56157e-06
0.62,8.863800000000001e-06
0.63,9.18279e-06
0.64,9.1546e-06
0.65,9.15581e-06
0.66,9.618630000000002e-06
0.67,1.0213160000000001e-05
0.68,1.0865090000000001e-05
0.6900000000000001,1.19359e-05
0.7000000000000001,1.2644000000000001e-05
0.71,1.30621e-05
0.72,1.58944e-05
0.73,1.48739e-05
0.74,1.57966e-05
0.75,1.56855e-05
0.76,1.02626e-05
0.77,1.33319e-05
0.78,1.33484e-05
0.79,1.4132600000000001e-05
0.8,1.4028300000000001e-05
0.81,1.40511e-05
0.8200000000000001,1.36481e-05
0.8300000000000001,1.31142e-05
0.84,1.5096200000000001e-05
0.85,1.6229800000000002e-05
0.86,1.6039900000000002e-05
0.87,1.7121600000000002e-05
0.88,1.76568e-05
0.89,1.5627200000000002e-05
0.9,1.94645e-05
0.91,1.94492e-05
0.92,2.0114700000000002e-05
0.93,2.1421700000000002e-05
0.9400000000000001,2.2092e-05
0.9500000000000001,2.58275e-05
0.96,2.7213000000000002e-05
0.97,2.93462e-05
0.98,3.1999600000000004e-05
0.99,0.00010000240000000001
1.0,0.00010000220000000001
1.01,0.0001000023
1.02,0.00010000220000000001
1.03,0.0001000023
1.04,0.00010000220000000001
1.05,0.00010000220000000001
1.06,0.00010000220000000001
1.07,0.0001000023
1.08,0.0001000023
1.09,0.0001000023
1.1,0.0001000023
1.11,0.0001000023
1.12,0.0001000023
1.1300000000000001,0.00010000220000000001
1.1400000000000001,0.0001000023
1.1500000000000001,0.00010000240000000001
1.16,0.00010000220000000001
1.17,0.00010000220000000001
1.18,0.00010000220000000001
1.19,0.0001000023
1.2,0.0001000023
1.21,0.0001000023
1.22,0.00010000220000000001
1.23,0.00010000220000000001
1.24,0.0001000023
1.25,0.00010000220000000001
1.26,0.0001000023
1.27,0.00010000220000000001
1.28,0.0001000023
1.29,0.0001000023
1.3,0.00010000220000000001
1.31,0.0001000023
1.32,0.0001000023
1.33,0.0001000023
1.34,0.0001000023
1.35,0.00010000220000000001
1.36,0.0001000023
1.37,0.0001000025
1.3800000000000001,0.0001000023
1.3900000000000001,0.00010000220000000001
1.4000000000000001,0.0001000023
1.41,0.00010000240000000001
1.42,0.0001000023
1.43,0.0001000023
1.44,0.0001000023
1.45,0.00010000220000000001
1.46,0.0001000023
1.47,0.00010000220000000001
1.48,0.00010000220000000001
1.49,0.0001000023
1.5,0.00010000220000000001
1.51,0.0001000023
1.52,0.0001000023
1.53,0.0001000023
1.54,0.0001000023
1.55,0.0001000023
1.56,0.00010000220000000001
1.57,0.0001000023
1.58,0.00010000220000000001
1.59,0.0001000023
1.6,0.0001000023
1.61,0.0001000023
1.62,0.0001000023
1.6300000000000001,0.0001000023
1.6400000000000001,0.00010000240000000001
1.6500000000000001,0.0001000023
1.6600000000000001,0.0001000023
1.67,0.00010000220000000001
1.68,0.00010000220000000001
1.69,0.0001000023
1.7,0.0001000023
1.71,0.0001000023
1.72,0.00010000220000000001
1.73,0.0001000023
1.74,0.0001000023
1.75,0.0001000023
1.76,0.0001000023
1.77,0.0001000023
1.78,0.0001000023
1.79,0.0001000023
1.8,0.0001000023
1.81,0.00010000240000000001
1.82,0.0001000023
1.83,0.0001000023
1.84,0.00010000240000000001
1.85,0.0001000023
1.86,0.00010000220000000001
1.87,0.0001000023
1.8800000000000001,0.0001000023
1.8900000000000001,0.0001000023
1.9000000000000001,0.0001000023
1.9100000000000001,0.0001000023
1.92,0.0001000023
1.93,0.0001000023
1.94,0.0001000023
1.95,0.0001000023
1.96,0.0001000023
1.97,0.00010000220000000001
1.98,0.0001000023
1.99,0.0001000023
2.0,0.0001000023
2.0100000000000002,0.0001000023
2.02,0.0001000023
2.0300000000000002,0.00010000240000000001
2.04,0.0001000023
2.05,0.0001000023
2.06,0.0001000023
2.07,0.0001000023
2.08,0.00010000240000000001
2.09,0.0001000023
2.1,0.00010000240000000001
2.11,0.0001000023
2.12,0.00010000240000000001
2.13,0.0001000023
2.14,0.0001000023
2.15,0.00010000240000000001
2.16,0.00010000240000000001
2.17,0.0001000023
2.18,0.0001000023
2.19,0.0001000023
2.2,0.0001000023
2.21,0.00010000240000000001
2.22,0.0001000023
2.23,0.00010000240000000001
2.24,0.0001000023
2.25,0.0001000023
2.2600000000000002,0.0001000023
2.27,0.0001000023
2.2800000000000002,0.0001000023
2.29,0.00010000240000000001
2.3000000000000003,0.0001000023
2.31,0.0001000023
2.32,0.0001000023
2.33,0.0001000023
2.34,0.0001000023
2.35,0.0001000023
2.36,0.0001000023
2.37,0.00010000240000000001
2.38,0.0001000023
2.39,0.00010000240000000001
2.4,0.0001000023
2.41,0.0001000023
2.42,0.0001000023
2.43,0.00010000240000000001
2.44,0.0001000023
2.45,0.0001000023
2.46,0.0001000023
2.47,0.00010000240000000001
2.48,0.00010000240000000001
2.49,0.00010000240000000001
2.5,0.00010000240000000001
2.5100000000000002,0.00010000240000000001
2.52,0.00010000240000000001
2.5300000000000002,0.0001000023
2.54,0.0001000023
2.5500000000000003,0.0001000023
2.56,0.0001000023
2.57,0.0001000023
2.58,0.00010000220000000001
2.59,0.00010000240000000001
2.6,0.00010000220000000001
2.61,0.0001000023
2.62,0.0001000023
2.63,0.00010000220000000001
2.64,0.0001000023
2.65,0.0001000023
2.66,0.0001000023
2.67,0.00010000240000000001
2.68,0.0001000023
2.69,0.0001000023
2.7,0.0001000023
2.71,0.0001000023
2.72,0.0001000023
2.73,0.0001000023
2.74,0.00010000240000000001
2.75,0.00010000240000000001
2.7600000000000002,0.0001000023
2.77,0.0001000023
2.7800000000000002,0.00010000240000000001
2.79,0.00010000240000000001
2.8000000000000003,0.00010000220000000001
2.81,0.0001000023
2.82,0.0001000023
2.83,0.0001000023
2.84,0.0001000023
2.85,0.0001000023
2.86,0.00010000240000000001
2.87,0.0001000023
2.88,0.00010000220000000001
2.89,0.0001000023
2.9,0.0001000023
2.91,0.0001000023
2.92,0.00010000220000000001
2.93,0.00010000240000000001
2.94,0.0001000023
2.95,0.0001000023
2.96,0.0001000023
2.97,0.00010000240000000001
2.98,0.0001000025
2.99,0.00010000240000000001
3.0,0.00010000240000000001
2.99,0.00010000240000000001
2.98,0.0001000023
2.97,0.0001000023
2.96,0.0001000023
2.95,0.0001000023
2.94,0.0001000023
2.93,0.00010000240000000001
2.92,0.0001000023
2.91,0.00010000240000000001
2.9,0.0001000023
2.89,0.0001000023
2.88,0.0001000023
2.87,0.0001000023
2.86,0.00010000240000000001
2.85,0.0001000023
2.84,0.0001000023
2.83,0.0001000023
2.82,0.00010000240000000001
2.81,0.00010000240000000001
2.8000000000000003,0.00010000240000000001
2.79,0.00010000240000000001
2.7800000000000002,0.0001000023
2.77,0.00010000240000000001
2.7600000000000002,0.0001000023
2.75,0.0001000023
2.74,0.0001000023
2.73,0.00010000240000000001
2.72,0.0001000023
2.71,0.00010000240000000001
2.7,0.0001000023
2.69,0.00010000240000000001
2.68,0.00010000240000000001
2.67,0.0001000025
2.66,0.00010000240000000001
2.65,0.00010000240000000001
2.64,0.00010000240000000001
2.63,0.00010000240000000001
2.62,0.0001000025
2.61,0.0001000023
2.6,0.0001000023
2.59,0.0001000023
2.58,0.00010000240000000001
2.57,0.0001000023
2.56,0.00010000240000000001
2.5500000000000003,0.00010000220000000001
2.54,0.00010000240000000001
2.5300000000000002,0.0001000023
2.52,0.0001000023
2.5100000000000002,0.0001000023
2.5,0.00010000240000000001
2.49,0.00010000240000000001
2.48,0.00010000240000000001
2.47,0.00010000240000000001
2.46,0.00010000240000000001
2.45,0.00010000240000000001
2.44,0.00010000240000000001
2.43,0.00010000240000000001
2.42,0.00010000240000000001
2.41,0.0001000023
2.4,0.0001000023
2.39,0.0001000023
2.38,0.0001000023
2.37,0.0001000023
2.36,0.00010000240000000001
2.35,0.0001000023
2.34,0.0001000023
2.33,0.0001000023
2.32,0.0001000023
2.31,0.00010000240000000001
2.3000000000000003,0.00010000240000000001
2.29,0.00010000240000000001
2.2800000000000002,0.00010000240000000001
2.27,0.00010000240000000001
2.2600000000000002,0.0001000023
2.25,0.00010000240000000001
2.24,0.00010000240000000001
