V1,I1
0.0,8.0983e-11
0.01,1.9739999999999997e-08
0.02,4.05853e-08
0.03,6.12518e-08
0.04,8.421989999999999e-08
0.05,1.0761209999999999e-07
0.06,1.33734e-07
0.07,1.63157e-07
0.08,1.9625e-07
0.09,2.29087e-07
0.1,2.67477e-07
0.11,3.0722199999999997e-07
0.12,3.50445e-07
0.13,3.9723199999999997e-07
0.14,4.4153e-07
0.15,4.53205e-07
0.16,4.79345e-07
0.17,5.28756e-07
0.18,5.9641e-07
0.19,6.71273e-07
0.2,7.39506e-07
0.21,8.162739999999999e-07
0.22,9.01601e-07
0.23,9.97896e-07
0.24,1.088667e-06
0.25,1.1803600000000001e-06
0.26,1.2834200000000002e-06
0.27,1.3979700000000002e-06
0.28,1.49589e-06
0.29,1.62941e-06
0.3,1.7557100000000003e-06
0.31,1.8999500000000001e-06
0.32,2.0400600000000003e-06
0.33,2.31398e-06
0.34,2.54518e-06
0.35000000000000003,2.7024200000000003e-06
0.36,2.9201000000000002e-06
0.37,3.0510100000000004e-06
0.38,3.01513e-06
0.39,2.9948500000000002e-06
0.4,3.1595500000000005e-06
0.41000000000000003,3.6409200000000003e-06
0.42,4.169030000000001e-06
0.43,4.40839e-06
0.44,4.63203e-06
0.45,4.71662e-06
0.46,4.956560000000001e-06
0.47000000000000003,5.206730000000001e-06
0.48,5.2510900000000006e-06
0.49,5.451410000000001e-06
0.5,8.800200000000001e-06
0.51,9.111890000000001e-06
0.52,6.2932e-06
0.53,7.109820000000001e-06
0.54,7.374990000000001e-06
0.55,8.07486e-06
0.56,8.56399e-06
0.5700000000000001,7.263630000000001e-06
0.58,6.928130000000001e-06
0.59,5.944490000000001e-06
0.6,6.2973100000000005e-06
0.61,6.650500000000001e-06
0.62,7.697540000000002e-06
0.63,8.62099e-06
0.64,5.5364e-06
0.65,5.690730000000001e-06
0.66,6.094830000000001e-06
0.67,6.06018e-06
0.68,6.76001e-06
0.6900000000000001,7.917180000000001e-06
0.7000000000000001,7.458100000000001e-06
0.71,7.73274e-06
0.72,7.88145e-06
0.73,7.302940000000001e-06
0.74,6.7549e-06
0.75,7.0839900000000004e-06
0.76,7.518630000000001e-06
0.77,7.98664e-06
0.78,8.142130000000002e-06
0.79,7.629660000000001e-06
0.8,8.163340000000001e-06
0.81,7.96325e-06
0.8200000000000001,8.774780000000001e-06
0.8300000000000001,1.0446700000000001e-05
0.84,1.10118e-05
0.85,1.03496e-05
0.86,1.15334e-05
0.87,1.2509500000000001e-05
0.88,1.30313e-05
0.89,1.43031e-05
0.9,1.54921e-05
0.91,1.64391e-05
0.92,1.8475100000000002e-05
0.93,1.92545e-05
0.9400000000000001,0.00010000220000000001
0.9500000000000001,0.00010000220000000001
0.96,0.0001000023
0.97,0.0001000023
0.98,0.00010000220000000001
0.99,0.0001000023
1.0,0.0001000023
1.01,0.0001000023
1.02,0.00010000220000000001
1.03,0.0001000021
1.04,0.00010000220000000001
1.05,0.0001000023
1.06,0.00010000220000000001
1.07,0.00010000220000000001
1.08,0.0001000023
1.09,0.0001000023
1.1,0.00010000220000000001
1.11,0.0001000023
1.12,0.0001000023
1.1300000000000001,0.0001000023
1.1400000000000001,0.00010000220000000001
1.1500000000000001,0.0001000023
1.16,0.0001000023
1.17,0.0001000023
1.18,0.00010000220000000001
1.19,0.00010000220000000001
1.2,0.00010000220000000001
1.21,0.00010000220000000001
1.22,0.00010000220000000001
1.23,0.0001000023
1.24,0.0001000023
1.25,0.0001000023
1.26,0.00010000220000000001
1.27,0.00010000220000000001
1.28,0.00010000220000000001
1.29,0.0001000023
1.3,0.0001000023
1.31,0.0001000023
1.32,0.0001000023
1.33,0.0001000023
1.34,0.00010000220000000001
1.35,0.00010000220000000001
1.36,0.00010000220000000001
1.37,0.0001000023
1.3800000000000001,0.00010000220000000001
1.3900000000000001,0.00010000220000000001
1.4000000000000001,0.00010000240000000001
1.41,0.00010000220000000001
1.42,0.0001000023
1.43,0.0001000023
1.44,0.0001000023
1.45,0.00010000220000000001
1.46,0.0001000023
1.47,0.0001000023
1.48,0.0001000023
1.49,0.0001000023
1.5,0.00010000220000000001
1.51,0.00010000220000000001
1.52,0.0001000023
1.53,0.0001000023
1.54,0.0001000023
1.55,0.0001000023
1.56,0.00010000220000000001
1.57,0.0001000023
1.58,0.0001000023
1.59,0.0001000023
1.6,0.0001000023
1.61,0.00010000220000000001
1.62,0.0001000023
1.6300000000000001,0.0001000023
1.6400000000000001,0.0001000023
1.6500000000000001,0.0001000023
1.6600000000000001,0.00010000220000000001
1.67,0.0001000023
1.68,0.00010000220000000001
1.69,0.00010000220000000001
1.7,0.0001000023
1.71,0.0001000023
1.72,0.00010000220000000001
1.73,0.00010000220000000001
1.74,0.0001000023
1.75,0.00010000220000000001
1.76,0.0001000023
1.77,0.0001000023
1.78,0.0001000023
1.79,0.0001000023
1.8,0.0001000023
1.81,0.0001000023
1.82,0.0001000023
1.83,0.00010000220000000001
1.84,0.0001000023
1.85,0.00010000220000000001
1.86,0.0001000023
1.87,0.0001000023
1.8800000000000001,0.0001000023
1.8900000000000001,0.0001000023
1.9000000000000001,0.0001000023
1.9100000000000001,0.00010000220000000001
1.92,0.0001000023
1.93,0.0001000023
1.94,0.00010000220000000001
1.95,0.0001000023
1.96,0.0001000023
1.97,0.0001000023
1.98,0.0001000023
1.99,0.0001000023
2.0,0.00010000220000000001
2.0100000000000002,0.0001000023
2.02,0.00010000220000000001
2.0300000000000002,0.0001000023
2.04,0.0001000023
2.05,0.00010000220000000001
2.06,0.0001000023
2.07,0.0001000023
2.08,0.0001000023
2.09,0.00010000240000000001
2.1,0.0001000023
2.11,0.0001000023
2.12,0.0001000023
2.13,0.0001000023
2.14,0.0001000023
2.15,0.0001000023
2.16,0.0001000023
2.17,0.0001000023
2.18,0.00010000220000000001
2.19,0.00010000220000000001
2.2,0.0001000023
2.21,0.00010000220000000001
2.22,0.00010000220000000001
2.23,0.0001000023
2.24,0.00010000240000000001
2.25,0.00010000220000000001
2.2600000000000002,0.0001000023
2.27,0.0001000023
2.2800000000000002,0.00010000220000000001
2.29,0.0001000023
2.3000000000000003,0.0001000023
2.31,0.0001000023
2.32,0.0001000023
2.33,0.0001000023
2.34,0.0001000023
2.35,0.0001000023
2.36,0.0001000023
2.37,0.00010000240000000001
2.38,0.00010000220000000001
2.39,0.00010000240000000001
2.4,0.00010000220000000001
2.41,0.0001000023
2.42,0.0001000023
2.43,0.00010000240000000001
2.44,0.00010000240000000001
2.45,0.0001000023
2.46,0.0001000023
2.47,0.0001000023
2.48,0.0001000023
2.49,0.0001000023
2.5,0.00010000240000000001
2.5100000000000002,0.00010000220000000001
2.52,0.0001000023
2.5300000000000002,0.0001000023
2.54,0.0001000023
2.5500000000000003,0.00010000220000000001
2.56,0.0001000023
2.57,0.00010000220000000001
2.58,0.00010000220000000001
2.59,0.0001000023
2.6,0.0001000023
2.61,0.00010000220000000001
2.62,0.0001000023
2.63,0.00010000220000000001
2.64,0.0001000023
2.65,0.0001000023
2.66,0.0001000023
2.67,0.00010000220000000001
2.68,0.00010000240000000001
2.69,0.0001000023
2.7,0.0001000023
2.71,0.0001000023
2.72,0.0001000023
2.73,0.0001000023
2.74,0.0001000023
2.75,0.0001000023
2.7600000000000002,0.0001000023
2.77,0.0001000023
2.7800000000000002,0.0001000023
2.79,0.0001000023
2.8000000000000003,0.0001000023
2.81,0.0001000023
2.82,0.0001000023
2.83,0.0001000023
2.84,0.0001000023
2.85,0.0001000023
2.86,0.0001000023
2.87,0.0001000023
2.88,0.00010000220000000001
2.89,0.0001000023
2.9,0.00010000240000000001
2.91,0.0001000023
2.92,0.0001000023
2.93,0.0001000023
2.94,0.00010000240000000001
2.95,0.0001000023
2.96,0.0001000023
2.97,0.0001000023
2.98,0.00010000240000000001
2.99,0.0001000023
3.0,0.0001000023
2.99,0.0001000023
2.98,0.0001000023
2.97,0.0001000023
2.96,0.0001000023
2.95,0.00010000240000000001
2.94,0.0001000023
2.93,0.00010000220000000001
2.92,0.0001000023
2.91,0.0001000023
2.9,0.0001000023
2.89,0.0001000023
2.88,0.0001000023
2.87,0.0001000023
2.86,0.0001000023
2.85,0.0001000023
2.84,0.00010000220000000001
2.83,0.00010000220000000001
2.82,0.0001000023
2.81,0.0001000023
2.8000000000000003,0.0001000023
2.79,0.00010000220000000001
2.7800000000000002,0.0001000021
2.77,0.0001000023
2.7600000000000002,0.0001000023
2.75,0.0001000023
2.74,0.00010000220000000001
2.73,0.00010000220000000001
2.72,0.00010000240000000001
2.71,0.00010000220000000001
2.7,0.00010000220000000001
2.69,0.0001000023
2.68,0.00010000220000000001
2.67,0.00010000220000000001
2.66,0.00010000220000000001
2.65,0.0001000023
2.64,0.00010000220000000001
2.63,0.0001000023
2.62,0.0001000023
2.61,0.00010000220000000001
2.6,0.0001000023
2.59,0.00010000220000000001
2.58,0.0001000023
2.57,0.00010000220000000001
2.56,0.0001000023
2.5500000000000003,0.0001000023
2.54,0.0001000023
2.5300000000000002,0.0001000023
2.52,0.0001000023
2.5100000000000002,0.0001000023
2.5,0.00010000240000000001
2.49,0.0001000023
2.48,0.0001000023
2.47,0.00010000240000000001
2.46,0.00010000240000000001
2.45,0.00010000240000000001
2.44,0.0001000023
2.43,0.0001000023
2.42,0.0001000023
2.41,0.0001000023
2.4,0.0001000023
2.39,0.0001000023
2.38,0.0001000023
2.37,0.0001000023
2.36,0.0001000023
2.35,0.00010000220000000001
2.34,0.0001000023
2.33,0.0001000023
2.32,0.0001000023
2.31,0.0001000023
2.3000000000000003,0.00010000220000000001
2.29,0.0001000023
2.2800000000000002,0.0001000023
2.27,0.0001000023
2.2600000000000002,0.00010000240000000001
