
SetupTitle, TDDB Vstress2
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, TimeList, Iport1List, QbdList
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, s, A, C/cm2
AnalysisSetup, Analysis.Setup.Scalar.Datum.Name, Tbd, Qbd
AnalysisSetup, Analysis.Setup.Scalar.Datum.Value, 0, 0
AnalysisSetup, Analysis.Setup.Scalar.Datum.Unit, s, C/cm2
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TDDB Vstress2
Dimension1, 402, 402, 402, 402, 402
Dimension2, 1, 1, 1, 1, 1
DataName, TimeList, Iport1List, QbdList, Tbd, Qbd
DataValue, 0.00060000000000000006, -9.9997200000000016E-06, 0, 0, 0
DataValue, 0.10066000000000001, -9.9983900000000017E-06, -0.00010005054433000001, 0, 0
DataValue, 0.20062000000000002, -9.9982400000000014E-06, -0.00019999370107000002, 0, 0
DataValue, 0.30066000000000004, -9.99852E-06, -0.00030001749459, 0, 0
DataValue, 0.40067, -9.99837E-06, -0.000400011943035, 0, 0
DataValue, 0.50067000000000006, -9.99847E-06, -0.00049999614303500013, 0, 0
DataValue, 0.60066000000000008, -9.99847E-06, -0.0005999708445650002, 0, 0
DataValue, 0.70062, -9.99845E-06, -0.00069991545072500014, 0, 0
DataValue, 0.80066, -9.9983600000000013E-06, -0.00079993949434500021, 0, 0
DataValue, 0.90067000000000008, -9.9983900000000017E-06, -0.00089993324272000024, 0, 0
DataValue, 1.00062, -9.9984100000000014E-06, -0.0009998672507200003, 0, 0
DataValue, 1.1006200000000002, -9.99837E-06, -0.0010998511507200005, 0, 0
DataValue, 1.20066, -9.9984300000000011E-06, -0.0011998751443200004, 0, 0
DataValue, 1.30062, -9.9982700000000018E-06, -0.0012998186509200005, 0, 0
DataValue, 1.40066, -9.9984100000000014E-06, -0.0013998420442800003, 0, 0
DataValue, 1.50062, -9.998380000000001E-06, -0.0014997860007000005, 0, 0
DataValue, 1.6006600000000002, -9.9987500000000015E-06, -0.0015998116449600008, 0, 0
DataValue, 1.70066, -9.99835E-06, -0.0016997971449600007, 0, 0
DataValue, 1.8006600000000002, -9.99845E-06, -0.00179978114496, 0, 0
DataValue, 1.9006600000000002, -9.99866E-06, -0.0018997666949600004, 0, 0
DataValue, 2.00067, -9.9984300000000011E-06, -0.001999762143505, 0, 0
DataValue, 2.10062, -9.99845E-06, -0.002099696551305, 0, 0
DataValue, 2.20066, -9.9983400000000016E-06, -0.0021997204948850002, 0, 0
DataValue, 2.30067, -9.9984100000000014E-06, -0.0022997142432600003, 0, 0
DataValue, 2.4006600000000002, -9.9983900000000017E-06, -0.0023996882448600004, 0, 0
DataValue, 2.50062, -9.9983900000000017E-06, -0.0024996321513, 0, 0
DataValue, 2.60062, -9.9980700000000013E-06, -0.0025996144513, 0, 0
DataValue, 2.70067, -9.9983900000000017E-06, -0.0026996467424500003, 0, 0
DataValue, 2.80067, -9.99842E-06, -0.00279963079245, 0, 0
DataValue, 2.9006700000000003, -9.9983400000000016E-06, -0.0028996145924500005, 0, 0
DataValue, 3.0006600000000003, -9.9985100000000016E-06, -0.0029995888440250006, 0, 0
DataValue, 3.10067, -9.99842E-06, -0.00309958349249, 0, 0
DataValue, 3.2006200000000002, -9.99847E-06, -0.0031995179502650006, 0, 0
DataValue, 3.30067, -9.9982700000000018E-06, -0.003299551642115, 0, 0
DataValue, 3.4006200000000004, -9.9983100000000012E-06, -0.0033994845506650005, 0, 0
DataValue, 3.5006700000000004, -9.9985800000000014E-06, -0.0034995189928900012, 0, 0
DataValue, 3.6006700000000005, -9.9984600000000015E-06, -0.0035995041928900003, 0, 0
DataValue, 3.70067, -9.9983900000000017E-06, -0.0036994884428899993, 0, 0
DataValue, 3.80067, -9.9984300000000011E-06, -0.0037994725428900007, 0, 0
DataValue, 3.9006600000000002, -9.99847E-06, -0.00389944704444, 0, 0
DataValue, 4.0006200000000005, -9.9981900000000013E-06, -0.0039993903511200005, 0, 0
DataValue, 4.10066, -9.9984800000000012E-06, -0.0040994136944600005, 0, 0
DataValue, 4.2006700000000006, -9.9985000000000009E-06, -0.0041994085929500007, 0, 0
DataValue, 4.3006600000000006, -9.9984600000000015E-06, -0.0042993833944700004, 0, 0
DataValue, 4.40066, -9.9985300000000013E-06, -0.00439936834447, 0, 0
DataValue, 4.5006600000000008, -9.9984800000000012E-06, -0.00449935339447, 0, 0
DataValue, 4.60067, -9.9983900000000017E-06, -0.0045993477429050007, 0, 0
DataValue, 4.7006700000000006, -9.9983300000000009E-06, -0.0046993313429050006, 0, 0
DataValue, 4.80067, -9.9984400000000018E-06, -0.0047993151929050012, 0, 0
DataValue, 4.9006700000000007, -9.9986000000000011E-06, -0.0048993003929050016, 0, 0
DataValue, 5.00067, -9.9984800000000012E-06, -0.0049992857929050012, 0, 0
DataValue, 5.10067, -9.9984800000000012E-06, -0.0050992705929050006, 0, 0
DataValue, 5.2006700000000006, -9.9983300000000009E-06, -0.0051992546429050013, 0, 0
DataValue, 5.30067, -9.9984400000000018E-06, -0.0052992384929050011, 0, 0
DataValue, 5.4006200000000009, -9.99847E-06, -0.0053991730506300012, 0, 0
DataValue, 5.5006600000000008, -9.9985000000000009E-06, -0.0054991978945700005, 0, 0
DataValue, 5.60062, -9.99825E-06, -0.0055991416510700011, 0, 0
DataValue, 5.7006200000000007, -9.99837E-06, -0.0056991247510700012, 0, 0
DataValue, 5.80067, -9.9985300000000013E-06, -0.0057991592433200012, 0, 0
DataValue, 5.9006700000000007, -9.9986100000000018E-06, -0.0058991449433200022, 0, 0
DataValue, 6.0006600000000008, -9.9984E-06, -0.0059991199948150019, 0, 0
DataValue, 6.1006700000000009, -9.99842E-06, -0.0060991140932250025, 0, 0
DataValue, 6.2006700000000006, -9.9986500000000012E-06, -0.0061990994432250014, 0, 0
DataValue, 6.30067, -9.9984600000000015E-06, -0.0062990849932250004, 0, 0
DataValue, 6.4006200000000009, -9.99837E-06, -0.0063990191511500011, 0, 0
DataValue, 6.5006600000000008, -9.9985100000000016E-06, -0.0064990435449100012, 0, 0
DataValue, 6.60062, -9.9985100000000016E-06, -0.0065989886508700012, 0, 0
DataValue, 6.7006600000000009, -9.9985100000000016E-06, -0.0066990137449100011, 0, 0
DataValue, 6.8006600000000006, -9.99854E-06, -0.0067989989949100013, 0, 0
DataValue, 6.90066, -9.9984600000000015E-06, -0.0068989839949100008, 0, 0
DataValue, 7.0006200000000005, -9.99837E-06, -0.00699892815125, 0, 0
DataValue, 7.1006700000000009, -9.99813E-06, -0.0070989606425000025, 0, 0
DataValue, 7.2006600000000009, -9.99849E-06, -0.0071989337441900024, 0, 0
DataValue, 7.3006600000000006, -9.99852E-06, -0.0072989187941900017, 0, 0
DataValue, 7.4006200000000009, -9.9984600000000015E-06, -0.007398863700230001, 0, 0
DataValue, 7.50067, -9.9982700000000018E-06, -0.0074988973420550015, 0, 0
DataValue, 7.6006700000000009, -9.99842E-06, -0.007598880792055002, 0, 0
DataValue, 7.7006600000000009, -9.99832E-06, -0.0076988544936850006, 0, 0
DataValue, 7.8006600000000006, -9.9985000000000009E-06, -0.0077988385936850011, 0, 0
DataValue, 7.90066, -9.99842E-06, -0.007898823193685, 0, 0
DataValue, 8.00066, -9.99862E-06, -0.0079988083936850009, 0, 0
DataValue, 8.1006700000000009, -9.9983400000000016E-06, -0.0080988031921650026, 0, 0
DataValue, 8.20067, -9.99881E-06, -0.008198788942165, 0, 0
DataValue, 8.30066, -9.99847E-06, -0.0082987653435250032, 0, 0
DataValue, 8.40066, -9.99845E-06, -0.0083987499435250017, 0, 0
DataValue, 8.5006700000000013, -9.9986000000000011E-06, -0.0084987451920500029, 0, 0
DataValue, 8.6006700000000009, -9.99847E-06, -0.0085987305420500044, 0, 0
DataValue, 8.7006600000000009, -9.99857E-06, -0.0086987057435300025, 0, 0
DataValue, 8.80066, -9.9983100000000012E-06, -0.0087986901435300035, 0, 0
DataValue, 8.90067, -9.998380000000001E-06, -0.0088986835918750014, 0, 0
DataValue, 9.0006700000000013, -9.9984800000000012E-06, -0.0089986678918750028, 0, 0
DataValue, 9.1006700000000009, -9.998380000000001E-06, -0.0090986521918750025, 0, 0
DataValue, 9.20067, -9.9984E-06, -0.009198636091875002, 0, 0
DataValue, 9.30066, -9.99857E-06, -0.0092986109433900038, 0, 0
DataValue, 9.4006700000000016, -9.9984400000000018E-06, -0.0093986059918950045, 0, 0
DataValue, 9.5006700000000013, -9.99842E-06, -0.0094985902918950042, 0, 0
DataValue, 9.6006700000000009, -9.99842E-06, -0.0095985744918950042, 0, 0
DataValue, 9.7006600000000009, -9.99849E-06, -0.0096985490434400041, 0, 0
DataValue, 9.80066, -9.99847E-06, -0.0097985338434400018, 0, 0
DataValue, 9.9006700000000016, -9.998380000000001E-06, -0.0098985280918650036, 0, 0
DataValue, 10.000670000000001, -9.99849E-06, -0.009998512441865004, 0, 0
DataValue, 10.100620000000001, -9.9984300000000011E-06, -0.010098447049565003, 0, 0
DataValue, 10.20062, -9.9985800000000014E-06, -0.010198432099565002, 0, 0
DataValue, 10.30066, -9.9983900000000017E-06, -0.010298456943505004, 0, 0
DataValue, 10.400670000000002, -9.99852E-06, -0.010398451491960004, 0, 0
DataValue, 10.500660000000002, -9.9984400000000018E-06, -0.010498426293480004, 0, 0
DataValue, 10.600660000000001, -9.99859E-06, -0.010598411443480005, 0, 0
DataValue, 10.70062, -9.9984600000000015E-06, -0.010698356699380003, 0, 0
DataValue, 10.80062, -9.9983400000000016E-06, -0.010798340699380004, 0, 0
DataValue, 10.900670000000002, -9.9983400000000016E-06, -0.010898374091080004, 0, 0
DataValue, 11.000620000000001, -9.9987300000000018E-06, -0.010998309448405005, 0, 0
DataValue, 11.100660000000001, -9.9983900000000017E-06, -0.011098335042645003, 0, 0
DataValue, 11.200660000000001, -9.99852E-06, -0.011198319592645004, 0, 0
DataValue, 11.30066, -9.99854E-06, -0.011298304892645003, 0, 0
DataValue, 11.400670000000002, -9.9984300000000011E-06, -0.011398299741130004, 0, 0
DataValue, 11.500670000000001, -9.99845E-06, -0.011498284141130003, 0, 0
DataValue, 11.600670000000001, -9.9984E-06, -0.011598268391130005, 0, 0
DataValue, 11.70067, -9.99866E-06, -0.011698253691130004, 0, 0
DataValue, 11.80067, -9.9985100000000016E-06, -0.011798239541130004, 0, 0
DataValue, 11.900620000000002, -9.99837E-06, -0.011898173948930004, 0, 0
DataValue, 12.000670000000001, -9.998550000000001E-06, -0.011998208541230005, 0, 0
DataValue, 12.100660000000001, -9.9985600000000017E-06, -0.012098184092675005, 0, 0
DataValue, 12.20067, -9.998380000000001E-06, -0.012198178791145004, 0, 0
DataValue, 12.30062, -9.9985100000000016E-06, -0.012298113248920004, 0, 0
DataValue, 12.400670000000002, -9.99849E-06, -0.012398148241420007, 0, 0
DataValue, 12.500620000000001, -9.9983900000000017E-06, -0.012498082649220007, 0, 0
DataValue, 12.600670000000001, -9.99847E-06, -0.012598116941370006, 0, 0
DataValue, 12.70067, -9.99808E-06, -0.012698099691370007, 0, 0
DataValue, 12.80067, -9.9982600000000011E-06, -0.012798081391370007, 0, 0
DataValue, 12.900670000000002, -9.9985100000000016E-06, -0.012898065241370009, 0, 0
DataValue, 13.000620000000001, -9.9985100000000016E-06, -0.012998000348820009, 0, 0
DataValue, 13.100660000000001, -9.9987200000000011E-06, -0.013098026493280006, 0, 0
DataValue, 13.200660000000001, -9.99845E-06, -0.013198012343280005, 0, 0
DataValue, 13.30067, -9.9986300000000015E-06, -0.013298007741820005, 0, 0
DataValue, 13.400670000000002, -9.9985100000000016E-06, -0.013397993441820006, 0, 0
DataValue, 13.500670000000001, -9.9985600000000017E-06, -0.013497978791820006, 0, 0
DataValue, 13.600660000000001, -9.99842E-06, -0.013597953693330007, 0, 0
DataValue, 13.70062, -9.9985000000000009E-06, -0.013697898299490004, 0, 0
DataValue, 13.800670000000002, -9.99852E-06, -0.013797933392040006, 0, 0
DataValue, 13.900670000000002, -9.99847E-06, -0.013897918342040006, 0, 0
DataValue, 14.000670000000001, -9.99849E-06, -0.013997903142040006, 0, 0
DataValue, 14.100660000000001, -9.998550000000001E-06, -0.014097878343520007, 0, 0
DataValue, 14.200660000000001, -9.99842E-06, -0.014197863193520005, 0, 0
DataValue, 14.300670000000002, -9.99842E-06, -0.014297857391940009, 0, 0
DataValue, 14.400620000000002, -9.99847E-06, -0.014397791849715009, 0, 0
DataValue, 14.500670000000001, -9.998380000000001E-06, -0.01449782609184001, 0, 0
DataValue, 14.600670000000001, -9.9984800000000012E-06, -0.014597810391840009, 0, 0
DataValue, 14.70067, -9.99847E-06, -0.014697795141840008, 0, 0
DataValue, 14.800670000000002, -9.99845E-06, -0.014797779741840007, 0, 0
DataValue, 14.900670000000002, -9.9984600000000015E-06, -0.014897764291840006, 0, 0
DataValue, 15.000670000000001, -9.99866E-06, -0.014997749891840008, 0, 0
DataValue, 15.100660000000001, -9.9983300000000009E-06, -0.015097724843345007, 0, 0
DataValue, 15.20067, -9.9989900000000013E-06, -0.015197721442005005, 0, 0
DataValue, 15.300670000000002, -9.9984100000000014E-06, -0.015297708442005004, 0, 0
DataValue, 15.400670000000002, -9.9984100000000014E-06, -0.015397692542005008, 0, 0
DataValue, 15.500670000000001, -9.9979800000000018E-06, -0.015497674492005004, 0, 0
DataValue, 15.600670000000001, -9.99852E-06, -0.015597656992005006, 0, 0
DataValue, 15.70067, -9.99832E-06, -0.015697641192005007, 0, 0
DataValue, 15.800670000000002, -9.9985800000000014E-06, -0.015797625692005005, 0, 0
DataValue, 15.900670000000002, -9.99859E-06, -0.015897611542005006, 0, 0
DataValue, 16.00062, -9.99862E-06, -0.015997547598980005, 0, 0
DataValue, 16.100620000000003, -9.9985300000000013E-06, -0.016097533348980009, 0, 0
DataValue, 16.200670000000002, -9.99852E-06, -0.016197568591605011, 0, 0
DataValue, 16.30067, -9.998380000000001E-06, -0.016297553091605004, 0, 0
DataValue, 16.40067, -9.998550000000001E-06, -0.016397537741605007, 0, 0
DataValue, 16.502100000000002, -9.99849E-06, -0.016498952729965006, 0, 0
DataValue, 16.60067, -9.9980700000000013E-06, -0.016597505775925007, 0, 0
DataValue, 16.700670000000002, -9.9984E-06, -0.01669748812592501, 0, 0
DataValue, 16.80067, -9.9983900000000017E-06, -0.016797472075925007, 0, 0
DataValue, 16.90067, -9.9983400000000016E-06, -0.01689745572592501, 0, 0
DataValue, 17.000670000000003, -9.998550000000001E-06, -0.01699744017592501, 0, 0
DataValue, 17.10067, -9.99832E-06, -0.017097424525925012, 0, 0
DataValue, 17.20062, -9.99857E-06, -0.01719735898370001, 0, 0
DataValue, 17.30067, -9.9983300000000009E-06, -0.017297393475950006, 0, 0
DataValue, 17.40067, -9.99842E-06, -0.017397377225950011, 0, 0
DataValue, 17.500670000000003, -9.9986300000000015E-06, -0.017497362475950011, 0, 0
DataValue, 17.60067, -9.9985300000000013E-06, -0.017597348275950008, 0, 0
DataValue, 17.700670000000002, -9.99852E-06, -0.017697333525950008, 0, 0
DataValue, 17.80067, -9.99857E-06, -0.017797318975950011, 0, 0
DataValue, 17.90067, -9.998550000000001E-06, -0.017897304575950009, 0, 0
DataValue, 18.000670000000003, -9.99859E-06, -0.017997290275950012, 0, 0
DataValue, 18.10067, -9.99852E-06, -0.018097275825950009, 0, 0
DataValue, 18.200670000000002, -9.99847E-06, -0.018197260775950009, 0, 0
DataValue, 18.30067, -9.9985600000000017E-06, -0.018297245925950008, 0, 0
DataValue, 18.40067, -9.9984600000000015E-06, -0.018397231025950006, 0, 0
DataValue, 18.500670000000003, -9.9985000000000009E-06, -0.018497215825950007, 0, 0
DataValue, 18.60067, -9.9985800000000014E-06, -0.018597201225950009, 0, 0
